"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|FI","23.04.2015 22:00 - 23.04.2015 23:00 (CET/CEST)","863","n/e","n/e","663","485","1","n/e","492","n/e","n/e","n/e","1411","n/e","n/e","2689","206","47","n/e","14","n/e","147"
"BZN|FI","23.04.2015 23:00 - 24.04.2015 00:00 (CET/CEST)","876","n/e","n/e","656","471","1","n/e","488","n/e","n/e","n/e","1245","n/e","n/e","2689","208","47","n/e","14","n/e","152"
"BZN|FI","24.04.2015 00:00 - 24.04.2015 01:00 (CET/CEST)","877","n/e","n/e","660","481","1","n/e","495","n/e","n/e","n/e","1271","n/e","n/e","2689","208","47","n/e","14","n/e","153"
"BZN|FI","24.04.2015 01:00 - 24.04.2015 02:00 (CET/CEST)","881","n/e","n/e","659","497","1","n/e","494","n/e","n/e","n/e","1288","n/e","n/e","2690","208","47","n/e","13","n/e","142"
"BZN|FI","24.04.2015 02:00 - 24.04.2015 03:00 (CET/CEST)","882","n/e","n/e","658","502","1","n/e","502","n/e","n/e","n/e","1349","n/e","n/e","2690","210","47","n/e","14","n/e","138"
"BZN|FI","24.04.2015 03:00 - 24.04.2015 04:00 (CET/CEST)","887","n/e","n/e","662","504","1","n/e","500","n/e","n/e","n/e","1347","n/e","n/e","2690","210","47","n/e","16","n/e","130"
"BZN|FI","24.04.2015 04:00 - 24.04.2015 05:00 (CET/CEST)","879","n/e","n/e","662","519","1","n/e","507","n/e","n/e","n/e","1367","n/e","n/e","2689","210","47","n/e","16","n/e","120"
"BZN|FI","24.04.2015 05:00 - 24.04.2015 06:00 (CET/CEST)","875","n/e","n/e","656","614","1","n/e","523","n/e","n/e","n/e","1494","n/e","n/e","2689","210","47","n/e","16","n/e","110"
"BZN|FI","24.04.2015 06:00 - 24.04.2015 07:00 (CET/CEST)","874","n/e","n/e","674","790","1","n/e","568","n/e","n/e","n/e","1961","n/e","n/e","2690","209","47","n/e","15","n/e","98"
"BZN|FI","24.04.2015 07:00 - 24.04.2015 08:00 (CET/CEST)","866","n/e","n/e","673","813","1","n/e","574","n/e","n/e","n/e","2090","n/e","n/e","2689","206","47","n/e","16","n/e","95"
"BZN|FI","24.04.2015 08:00 - 24.04.2015 09:00 (CET/CEST)","834","n/e","n/e","675","841","1","n/e","570","n/e","n/e","n/e","2076","n/e","n/e","2689","204","43","n/e","16","n/e","89"
"BZN|FI","24.04.2015 09:00 - 24.04.2015 10:00 (CET/CEST)","825","n/e","n/e","684","834","1","n/e","551","n/e","n/e","n/e","2116","n/e","n/e","2683","202","38","n/e","22","n/e","100"
"BZN|FI","24.04.2015 10:00 - 24.04.2015 11:00 (CET/CEST)","827","n/e","n/e","680","821","1","n/e","538","n/e","n/e","n/e","2152","n/e","n/e","2681","202","38","n/e","29","n/e","103"
"BZN|FI","24.04.2015 11:00 - 24.04.2015 12:00 (CET/CEST)","812","n/e","n/e","659","796","1","n/e","521","n/e","n/e","n/e","2060","n/e","n/e","2686","202","38","n/e","32","n/e","100"
"BZN|FI","24.04.2015 12:00 - 24.04.2015 13:00 (CET/CEST)","822","n/e","n/e","648","703","41","n/e","514","n/e","n/e","n/e","2011","n/e","n/e","2688","201","38","n/e","32","n/e","108"
"BZN|FI","24.04.2015 13:00 - 24.04.2015 14:00 (CET/CEST)","828","n/e","n/e","649","612","5","n/e","501","n/e","n/e","n/e","1949","n/e","n/e","2688","200","38","n/e","33","n/e","117"
"BZN|FI","24.04.2015 14:00 - 24.04.2015 15:00 (CET/CEST)","855","n/e","n/e","648","566","0","n/e","459","n/e","n/e","n/e","1851","n/e","n/e","2690","200","38","n/e","31","n/e","114"
"BZN|FI","24.04.2015 15:00 - 24.04.2015 16:00 (CET/CEST)","858","n/e","n/e","645","484","0","n/e","459","n/e","n/e","n/e","2028","n/e","n/e","2692","200","43","n/e","29","n/e","122"
"BZN|FI","24.04.2015 16:00 - 24.04.2015 17:00 (CET/CEST)","857","n/e","n/e","645","476","0","n/e","451","n/e","n/e","n/e","2035","n/e","n/e","2689","200","47","n/e","32","n/e","100"
"BZN|FI","24.04.2015 17:00 - 24.04.2015 18:00 (CET/CEST)","856","n/e","n/e","662","463","0","n/e","466","n/e","n/e","n/e","2015","n/e","n/e","2688","202","47","n/e","32","n/e","80"
"BZN|FI","24.04.2015 18:00 - 24.04.2015 19:00 (CET/CEST)","862","n/e","n/e","662","465","0","n/e","469","n/e","n/e","n/e","2011","n/e","n/e","2687","202","47","n/e","32","n/e","82"
"BZN|FI","24.04.2015 19:00 - 24.04.2015 20:00 (CET/CEST)","870","n/e","n/e","660","468","0","n/e","494","n/e","n/e","n/e","2084","n/e","n/e","2686","204","47","n/e","32","n/e","78"
"BZN|FI","24.04.2015 20:00 - 24.04.2015 21:00 (CET/CEST)","862","n/e","n/e","667","463","0","n/e","499","n/e","n/e","n/e","1901","n/e","n/e","2686","206","47","n/e","32","n/e","88"
"BZN|FI","24.04.2015 21:00 - 24.04.2015 22:00 (CET/CEST)","854","n/e","n/e","694","463","0","n/e","504","n/e","n/e","n/e","1867","n/e","n/e","2687","207","47","n/e","32","n/e","104"
"BZN|FI","24.04.2015 22:00 - 24.04.2015 23:00 (CET/CEST)","854","n/e","n/e","706","459","0","n/e","500","n/e","n/e","n/e","1760","n/e","n/e","2686","208","47","n/e","32","n/e","126"
"BZN|FI","24.04.2015 23:00 - 25.04.2015 00:00 (CET/CEST)","850","n/e","n/e","699","458","0","n/e","499","n/e","n/e","n/e","1688","n/e","n/e","2686","210","47","n/e","32","n/e","135"
"BZN|FI","25.04.2015 00:00 - 25.04.2015 01:00 (CET/CEST)","860","n/e","n/e","680","455","0","n/e","493","n/e","n/e","n/e","1670","n/e","n/e","2685","210","47","n/e","32","n/e","128"
"BZN|FI","25.04.2015 01:00 - 25.04.2015 02:00 (CET/CEST)","867","n/e","n/e","667","453","0","n/e","492","n/e","n/e","n/e","1461","n/e","n/e","2686","211","47","n/e","32","n/e","114"
"BZN|FI","25.04.2015 02:00 - 25.04.2015 03:00 (CET/CEST)","870","n/e","n/e","663","452","0","n/e","493","n/e","n/e","n/e","1423","n/e","n/e","2687","212","46","n/e","32","n/e","107"
"BZN|FI","25.04.2015 03:00 - 25.04.2015 04:00 (CET/CEST)","870","n/e","n/e","661","456","0","n/e","496","n/e","n/e","n/e","1428","n/e","n/e","2562","212","45","n/e","31","n/e","102"
"BZN|FI","25.04.2015 04:00 - 25.04.2015 05:00 (CET/CEST)","872","n/e","n/e","663","457","1","n/e","498","n/e","n/e","n/e","1493","n/e","n/e","2218","214","45","n/e","31","n/e","90"
"BZN|FI","25.04.2015 05:00 - 25.04.2015 06:00 (CET/CEST)","865","n/e","n/e","663","458","1","n/e","496","n/e","n/e","n/e","1602","n/e","n/e","2211","215","45","n/e","29","n/e","78"
"BZN|FI","25.04.2015 06:00 - 25.04.2015 07:00 (CET/CEST)","856","n/e","n/e","663","463","1","n/e","481","n/e","n/e","n/e","1680","n/e","n/e","2122","211","45","n/e","27","n/e","55"
"BZN|FI","25.04.2015 07:00 - 25.04.2015 08:00 (CET/CEST)","851","n/e","n/e","656","474","1","n/e","474","n/e","n/e","n/e","1891","n/e","n/e","2094","208","45","n/e","25","n/e","42"
"BZN|FI","25.04.2015 08:00 - 25.04.2015 09:00 (CET/CEST)","860","n/e","n/e","648","494","1","n/e","483","n/e","n/e","n/e","2130","n/e","n/e","2095","206","46","n/e","26","n/e","48"
"BZN|FI","25.04.2015 09:00 - 25.04.2015 10:00 (CET/CEST)","868","n/e","n/e","618","503","1","n/e","481","n/e","n/e","n/e","2186","n/e","n/e","2096","204","47","n/e","25","n/e","47"
"BZN|FI","25.04.2015 10:00 - 25.04.2015 11:00 (CET/CEST)","862","n/e","n/e","619","494","1","n/e","489","n/e","n/e","n/e","2159","n/e","n/e","2096","201","47","n/e","26","n/e","46"
"BZN|FI","25.04.2015 11:00 - 25.04.2015 12:00 (CET/CEST)","866","n/e","n/e","616","486","1","n/e","482","n/e","n/e","n/e","2107","n/e","n/e","2149","201","47","n/e","26","n/e","48"
"BZN|FI","25.04.2015 12:00 - 25.04.2015 13:00 (CET/CEST)","855","n/e","n/e","597","454","1","n/e","449","n/e","n/e","n/e","1967","n/e","n/e","2466","199","47","n/e","22","n/e","50"
"BZN|FI","25.04.2015 13:00 - 25.04.2015 14:00 (CET/CEST)","852","n/e","n/e","574","442","1","n/e","411","n/e","n/e","n/e","1792","n/e","n/e","2588","198","47","n/e","15","n/e","47"
"BZN|FI","25.04.2015 14:00 - 25.04.2015 15:00 (CET/CEST)","847","n/e","n/e","546","438","1","n/e","397","n/e","n/e","n/e","1733","n/e","n/e","2588","197","47","n/e","22","n/e","50"
"BZN|FI","25.04.2015 15:00 - 25.04.2015 16:00 (CET/CEST)","845","n/e","n/e","565","439","1","n/e","394","n/e","n/e","n/e","1818","n/e","n/e","2594","197","47","n/e","28","n/e","55"
"BZN|FI","25.04.2015 16:00 - 25.04.2015 17:00 (CET/CEST)","839","n/e","n/e","570","440","1","n/e","392","n/e","n/e","n/e","1976","n/e","n/e","2608","197","47","n/e","32","n/e","49"
"BZN|FI","25.04.2015 17:00 - 25.04.2015 18:00 (CET/CEST)","842","n/e","n/e","564","456","1","n/e","400","n/e","n/e","n/e","1925","n/e","n/e","2610","197","47","n/e","35","n/e","54"
"BZN|FI","25.04.2015 18:00 - 25.04.2015 19:00 (CET/CEST)","842","n/e","n/e","568","482","1","n/e","413","n/e","n/e","n/e","1852","n/e","n/e","2627","197","47","n/e","35","n/e","78"
"BZN|FI","25.04.2015 19:00 - 25.04.2015 20:00 (CET/CEST)","848","n/e","n/e","573","477","1","n/e","428","n/e","n/e","n/e","1885","n/e","n/e","2628","200","47","n/e","34","n/e","91"
"BZN|FI","25.04.2015 20:00 - 25.04.2015 21:00 (CET/CEST)","851","n/e","n/e","587","474","1","n/e","447","n/e","n/e","n/e","1827","n/e","n/e","2646","202","47","n/e","33","n/e","121"
"BZN|FI","25.04.2015 21:00 - 25.04.2015 22:00 (CET/CEST)","847","n/e","n/e","590","448","1","n/e","462","n/e","n/e","n/e","1693","n/e","n/e","2648","204","47","n/e","33","n/e","147"
"BZN|FI","25.04.2015 22:00 - 25.04.2015 23:00 (CET/CEST)","859","n/e","n/e","592","453","1","n/e","453","n/e","n/e","n/e","1609","n/e","n/e","2664","205","47","n/e","33","n/e","181"
"BZN|FI","25.04.2015 23:00 - 26.04.2015 00:00 (CET/CEST)","862","n/e","n/e","584","426","1","n/e","434","n/e","n/e","n/e","1538","n/e","n/e","2665","207","47","n/e","35","n/e","146"
"BZN|FI","26.04.2015 00:00 - 26.04.2015 01:00 (CET/CEST)","867","n/e","n/e","576","405","1","n/e","433","n/e","n/e","n/e","1426","n/e","n/e","2683","208","47","n/e","34","n/e","215"
"BZN|FI","26.04.2015 01:00 - 26.04.2015 02:00 (CET/CEST)","872","n/e","n/e","575","397","1","n/e","430","n/e","n/e","n/e","1405","n/e","n/e","2683","208","47","n/e","35","n/e","245"
"BZN|FI","26.04.2015 02:00 - 26.04.2015 03:00 (CET/CEST)","868","n/e","n/e","567","389","1","n/e","422","n/e","n/e","n/e","1345","n/e","n/e","2683","208","47","n/e","34","n/e","247"
"BZN|FI","26.04.2015 03:00 - 26.04.2015 04:00 (CET/CEST)","866","n/e","n/e","580","374","1","n/e","420","n/e","n/e","n/e","1357","n/e","n/e","2684","210","47","n/e","33","n/e","252"
"BZN|FI","26.04.2015 04:00 - 26.04.2015 05:00 (CET/CEST)","865","n/e","n/e","573","392","1","n/e","421","n/e","n/e","n/e","1346","n/e","n/e","2683","210","47","n/e","35","n/e","257"
"BZN|FI","26.04.2015 05:00 - 26.04.2015 06:00 (CET/CEST)","871","n/e","n/e","586","441","1","n/e","415","n/e","n/e","n/e","1403","n/e","n/e","2683","210","47","n/e","35","n/e","249"
"BZN|FI","26.04.2015 06:00 - 26.04.2015 07:00 (CET/CEST)","863","n/e","n/e","590","470","1","n/e","409","n/e","n/e","n/e","1490","n/e","n/e","2684","208","47","n/e","34","n/e","233"
"BZN|FI","26.04.2015 07:00 - 26.04.2015 08:00 (CET/CEST)","859","n/e","n/e","606","476","1","n/e","398","n/e","n/e","n/e","1631","n/e","n/e","2684","208","47","n/e","35","n/e","192"
"BZN|FI","26.04.2015 08:00 - 26.04.2015 09:00 (CET/CEST)","861","n/e","n/e","639","481","1","n/e","390","n/e","n/e","n/e","1670","n/e","n/e","2683","206","47","n/e","34","n/e","164"
"BZN|FI","26.04.2015 09:00 - 26.04.2015 10:00 (CET/CEST)","858","n/e","n/e","638","485","1","n/e","387","n/e","n/e","n/e","1857","n/e","n/e","2683","205","47","n/e","33","n/e","171"
"BZN|FI","26.04.2015 10:00 - 26.04.2015 11:00 (CET/CEST)","841","n/e","n/e","629","448","1","n/e","386","n/e","n/e","n/e","1829","n/e","n/e","2683","203","47","n/e","33","n/e","165"
"BZN|FI","26.04.2015 11:00 - 26.04.2015 12:00 (CET/CEST)","842","n/e","n/e","629","439","1","n/e","390","n/e","n/e","n/e","1788","n/e","n/e","2683","203","47","n/e","33","n/e","149"
"BZN|FI","26.04.2015 12:00 - 26.04.2015 13:00 (CET/CEST)","836","n/e","n/e","626","436","1","n/e","385","n/e","n/e","n/e","1998","n/e","n/e","2684","202","47","n/e","32","n/e","144"
"BZN|FI","26.04.2015 13:00 - 26.04.2015 14:00 (CET/CEST)","841","n/e","n/e","614","429","1","n/e","376","n/e","n/e","n/e","1867","n/e","n/e","2683","201","47","n/e","33","n/e","140"
"BZN|FI","26.04.2015 14:00 - 26.04.2015 15:00 (CET/CEST)","849","n/e","n/e","613","427","1","n/e","376","n/e","n/e","n/e","1870","n/e","n/e","2682","201","47","n/e","32","n/e","134"
"BZN|FI","26.04.2015 15:00 - 26.04.2015 16:00 (CET/CEST)","847","n/e","n/e","610","433","1","n/e","375","n/e","n/e","n/e","1849","n/e","n/e","2682","201","47","n/e","34","n/e","128"
"BZN|FI","26.04.2015 16:00 - 26.04.2015 17:00 (CET/CEST)","843","n/e","n/e","611","437","1","n/e","379","n/e","n/e","n/e","1721","n/e","n/e","2682","201","47","n/e","33","n/e","125"
"BZN|FI","26.04.2015 17:00 - 26.04.2015 18:00 (CET/CEST)","847","n/e","n/e","613","433","1","n/e","382","n/e","n/e","n/e","1798","n/e","n/e","2682","201","47","n/e","33","n/e","133"
"BZN|FI","26.04.2015 18:00 - 26.04.2015 19:00 (CET/CEST)","837","n/e","n/e","612","446","1","n/e","392","n/e","n/e","n/e","1862","n/e","n/e","2682","201","47","n/e","35","n/e","128"
"BZN|FI","26.04.2015 19:00 - 26.04.2015 20:00 (CET/CEST)","851","n/e","n/e","618","445","1","n/e","408","n/e","n/e","n/e","1899","n/e","n/e","2682","201","47","n/e","34","n/e","143"
"BZN|FI","26.04.2015 20:00 - 26.04.2015 21:00 (CET/CEST)","853","n/e","n/e","622","444","1","n/e","422","n/e","n/e","n/e","1887","n/e","n/e","2682","203","47","n/e","32","n/e","193"
"BZN|FI","26.04.2015 21:00 - 26.04.2015 22:00 (CET/CEST)","857","n/e","n/e","618","449","1","n/e","436","n/e","n/e","n/e","1722","n/e","n/e","2681","203","47","n/e","33","n/e","229"
"BZN|FI","26.04.2015 22:00 - 26.04.2015 23:00 (CET/CEST)","849","n/e","n/e","613","450","1","n/e","478","n/e","n/e","n/e","1549","n/e","n/e","2681","204","47","n/e","33","n/e","220"
"BZN|FI","26.04.2015 23:00 - 27.04.2015 00:00 (CET/CEST)","859","n/e","n/e","623","440","1","n/e","474","n/e","n/e","n/e","1457","n/e","n/e","2683","205","47","n/e","35","n/e","217"
"BZN|FI","27.04.2015 00:00 - 27.04.2015 01:00 (CET/CEST)","855","n/e","n/e","642","438","1","n/e","463","n/e","n/e","n/e","1455","n/e","n/e","2682","205","47","n/e","35","n/e","203"
"BZN|FI","27.04.2015 01:00 - 27.04.2015 02:00 (CET/CEST)","856","n/e","n/e","647","460","1","n/e","469","n/e","n/e","n/e","1496","n/e","n/e","2683","205","47","n/e","34","n/e","177"
"BZN|FI","27.04.2015 02:00 - 27.04.2015 03:00 (CET/CEST)","857","n/e","n/e","645","448","1","n/e","471","n/e","n/e","n/e","1499","n/e","n/e","2683","207","47","n/e","33","n/e","130"
"BZN|FI","27.04.2015 03:00 - 27.04.2015 04:00 (CET/CEST)","856","n/e","n/e","644","449","1","n/e","466","n/e","n/e","n/e","1438","n/e","n/e","2682","208","47","n/e","33","n/e","92"
"BZN|FI","27.04.2015 04:00 - 27.04.2015 05:00 (CET/CEST)","858","n/e","n/e","651","453","1","n/e","475","n/e","n/e","n/e","1430","n/e","n/e","2683","208","47","n/e","33","n/e","69"
"BZN|FI","27.04.2015 05:00 - 27.04.2015 06:00 (CET/CEST)","851","n/e","n/e","665","455","1","n/e","482","n/e","n/e","n/e","1621","n/e","n/e","2681","208","47","n/e","35","n/e","86"
"BZN|FI","27.04.2015 06:00 - 27.04.2015 07:00 (CET/CEST)","861","n/e","n/e","683","474","1","n/e","508","n/e","n/e","n/e","1981","n/e","n/e","2682","208","47","n/e","32","n/e","83"
"BZN|FI","27.04.2015 07:00 - 27.04.2015 08:00 (CET/CEST)","859","n/e","n/e","702","506","1","n/e","544","n/e","n/e","n/e","2177","n/e","n/e","2682","207","47","n/e","33","n/e","75"
"BZN|FI","27.04.2015 08:00 - 27.04.2015 09:00 (CET/CEST)","863","n/e","n/e","720","518","1","n/e","547","n/e","n/e","n/e","2115","n/e","n/e","2685","205","47","n/e","34","n/e","70"
"BZN|FI","27.04.2015 09:00 - 27.04.2015 10:00 (CET/CEST)","852","n/e","n/e","713","523","1","n/e","542","n/e","n/e","n/e","2040","n/e","n/e","2682","202","47","n/e","34","n/e","64"
"BZN|FI","27.04.2015 10:00 - 27.04.2015 11:00 (CET/CEST)","829","n/e","n/e","708","527","4","n/e","532","n/e","n/e","n/e","2007","n/e","n/e","2652","202","47","n/e","34","n/e","68"
"BZN|FI","27.04.2015 11:00 - 27.04.2015 12:00 (CET/CEST)","825","n/e","n/e","713","508","75","n/e","521","n/e","n/e","n/e","2053","n/e","n/e","2680","202","47","n/e","34","n/e","68"
"BZN|FI","27.04.2015 12:00 - 27.04.2015 13:00 (CET/CEST)","830","n/e","n/e","707","497","60","n/e","509","n/e","n/e","n/e","2049","n/e","n/e","2679","200","47","n/e","34","n/e","74"
"BZN|FI","27.04.2015 13:00 - 27.04.2015 14:00 (CET/CEST)","816","n/e","n/e","705","496","37","n/e","488","n/e","n/e","n/e","2029","n/e","n/e","2678","200","47","n/e","34","n/e","73"
"BZN|FI","27.04.2015 14:00 - 27.04.2015 15:00 (CET/CEST)","822","n/e","n/e","679","470","0","n/e","458","n/e","n/e","n/e","1963","n/e","n/e","2679","198","47","n/e","33","n/e","74"
"BZN|FI","27.04.2015 15:00 - 27.04.2015 16:00 (CET/CEST)","823","n/e","n/e","677","459","0","n/e","446","n/e","n/e","n/e","1937","n/e","n/e","2679","198","47","n/e","34","n/e","60"
"BZN|FI","27.04.2015 16:00 - 27.04.2015 17:00 (CET/CEST)","829","n/e","n/e","677","448","0","n/e","439","n/e","n/e","n/e","1961","n/e","n/e","2679","198","47","n/e","34","n/e","58"
"BZN|FI","27.04.2015 17:00 - 27.04.2015 18:00 (CET/CEST)","811","n/e","n/e","677","436","0","n/e","439","n/e","n/e","n/e","1902","n/e","n/e","2679","198","47","n/e","34","n/e","45"
"BZN|FI","27.04.2015 18:00 - 27.04.2015 19:00 (CET/CEST)","808","n/e","n/e","674","431","0","n/e","417","n/e","n/e","n/e","1844","n/e","n/e","2679","198","47","n/e","34","n/e","37"
"BZN|FI","27.04.2015 19:00 - 27.04.2015 20:00 (CET/CEST)","807","n/e","n/e","684","429","0","n/e","426","n/e","n/e","n/e","1871","n/e","n/e","2679","200","47","n/e","34","n/e","36"
"BZN|FI","27.04.2015 20:00 - 27.04.2015 21:00 (CET/CEST)","813","n/e","n/e","686","431","0","n/e","438","n/e","n/e","n/e","1825","n/e","n/e","2679","201","47","n/e","34","n/e","42"
"BZN|FI","27.04.2015 21:00 - 27.04.2015 22:00 (CET/CEST)","827","n/e","n/e","686","426","0","n/e","444","n/e","n/e","n/e","1827","n/e","n/e","2679","202","47","n/e","34","n/e","58"
"BZN|FI","27.04.2015 22:00 - 27.04.2015 23:00 (CET/CEST)","829","n/e","n/e","686","402","0","n/e","440","n/e","n/e","n/e","1685","n/e","n/e","2679","204","47","n/e","33","n/e","55"
"BZN|FI","27.04.2015 23:00 - 28.04.2015 00:00 (CET/CEST)","820","n/e","n/e","697","390","0","n/e","437","n/e","n/e","n/e","1592","n/e","n/e","2678","204","47","n/e","33","n/e","42"
"BZN|FI","28.04.2015 00:00 - 28.04.2015 01:00 (CET/CEST)","820","n/e","n/e","695","390","0","n/e","436","n/e","n/e","n/e","1594","n/e","n/e","2677","204","47","n/e","33","n/e","47"
"BZN|FI","28.04.2015 01:00 - 28.04.2015 02:00 (CET/CEST)","817","n/e","n/e","688","384","0","n/e","432","n/e","n/e","n/e","1598","n/e","n/e","2677","206","47","n/e","34","n/e","45"
"BZN|FI","28.04.2015 02:00 - 28.04.2015 03:00 (CET/CEST)","821","n/e","n/e","685","377","0","n/e","432","n/e","n/e","n/e","1600","n/e","n/e","2678","206","47","n/e","34","n/e","44"
"BZN|FI","28.04.2015 03:00 - 28.04.2015 04:00 (CET/CEST)","810","n/e","n/e","690","375","0","n/e","432","n/e","n/e","n/e","1605","n/e","n/e","2678","206","47","n/e","33","n/e","31"
"BZN|FI","28.04.2015 04:00 - 28.04.2015 05:00 (CET/CEST)","813","n/e","n/e","695","375","1","n/e","430","n/e","n/e","n/e","1666","n/e","n/e","2677","206","47","n/e","34","n/e","29"
"BZN|FI","28.04.2015 05:00 - 28.04.2015 06:00 (CET/CEST)","811","n/e","n/e","695","399","1","n/e","434","n/e","n/e","n/e","1743","n/e","n/e","2676","206","47","n/e","33","n/e","25"
"BZN|FI","28.04.2015 06:00 - 28.04.2015 07:00 (CET/CEST)","819","n/e","n/e","696","427","1","n/e","465","n/e","n/e","n/e","2030","n/e","n/e","2676","205","47","n/e","31","n/e","18"
"BZN|FI","28.04.2015 07:00 - 28.04.2015 08:00 (CET/CEST)","808","n/e","n/e","685","432","1","n/e","506","n/e","n/e","n/e","2171","n/e","n/e","2676","204","47","n/e","33","n/e","16"
"BZN|FI","28.04.2015 08:00 - 28.04.2015 09:00 (CET/CEST)","810","n/e","n/e","697","443","1","n/e","488","n/e","n/e","n/e","2192","n/e","n/e","2675","201","47","n/e","35","n/e","12"
"BZN|FI","28.04.2015 09:00 - 28.04.2015 10:00 (CET/CEST)","815","n/e","n/e","696","454","1","n/e","478","n/e","n/e","n/e","2237","n/e","n/e","2676","200","47","n/e","30","n/e","15"
"BZN|FI","28.04.2015 10:00 - 28.04.2015 11:00 (CET/CEST)","799","n/e","n/e","699","457","1","n/e","449","n/e","n/e","n/e","2156","n/e","n/e","2677","199","47","n/e","23","n/e","20"
"BZN|FI","28.04.2015 11:00 - 28.04.2015 12:00 (CET/CEST)","798","n/e","n/e","698","470","1","n/e","410","n/e","n/e","n/e","2151","n/e","n/e","2676","197","47","n/e","16","n/e","29"
"BZN|FI","28.04.2015 12:00 - 28.04.2015 13:00 (CET/CEST)","793","n/e","n/e","691","442","1","n/e","390","n/e","n/e","n/e","2135","n/e","n/e","2676","194","47","n/e","13","n/e","41"
"BZN|FI","28.04.2015 13:00 - 28.04.2015 14:00 (CET/CEST)","789","n/e","n/e","650","406","5","n/e","378","n/e","n/e","n/e","2174","n/e","n/e","2677","192","47","n/e","17","n/e","46"
"BZN|FI","28.04.2015 14:00 - 28.04.2015 15:00 (CET/CEST)","791","n/e","n/e","566","382","1","n/e","369","n/e","n/e","n/e","2022","n/e","n/e","2676","190","47","n/e","29","n/e","41"
"BZN|FI","28.04.2015 15:00 - 28.04.2015 16:00 (CET/CEST)","807","n/e","n/e","570","374","1","n/e","374","n/e","n/e","n/e","2004","n/e","n/e","2677","190","47","n/e","34","n/e","36"
"BZN|FI","28.04.2015 16:00 - 28.04.2015 17:00 (CET/CEST)","799","n/e","n/e","545","366","1","n/e","373","n/e","n/e","n/e","1984","n/e","n/e","2676","193","47","n/e","34","n/e","30"
"BZN|FI","28.04.2015 17:00 - 28.04.2015 18:00 (CET/CEST)","817","n/e","n/e","578","367","1","n/e","372","n/e","n/e","n/e","1930","n/e","n/e","2676","194","47","n/e","34","n/e","28"
"BZN|FI","28.04.2015 18:00 - 28.04.2015 19:00 (CET/CEST)","815","n/e","n/e","645","364","1","n/e","371","n/e","n/e","n/e","1966","n/e","n/e","2675","194","47","n/e","34","n/e","21"
"BZN|FI","28.04.2015 19:00 - 28.04.2015 20:00 (CET/CEST)","818","n/e","n/e","675","361","1","n/e","396","n/e","n/e","n/e","1993","n/e","n/e","2675","196","47","n/e","34","n/e","15"
"BZN|FI","28.04.2015 20:00 - 28.04.2015 21:00 (CET/CEST)","831","n/e","n/e","648","358","1","n/e","409","n/e","n/e","n/e","2048","n/e","n/e","2675","200","47","n/e","33","n/e","24"
"BZN|FI","28.04.2015 21:00 - 28.04.2015 22:00 (CET/CEST)","841","n/e","n/e","643","353","1","n/e","433","n/e","n/e","n/e","1945","n/e","n/e","2674","202","47","n/e","34","n/e","34"
"BZN|FI","28.04.2015 22:00 - 28.04.2015 23:00 (CET/CEST)","853","n/e","n/e","626","350","1","n/e","446","n/e","n/e","n/e","1777","n/e","n/e","2674","204","47","n/e","34","n/e","55"
"BZN|FI","28.04.2015 23:00 - 29.04.2015 00:00 (CET/CEST)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","N/A","n/e","n/e","n/e","N/A","n/e","n/e","N/A","N/A","N/A","n/e","N/A","n/e","N/A"
"BZN|FI","29.04.2015 00:00 - 29.04.2015 01:00 (CET/CEST)","849","n/e","n/e","559","354","1","n/e","463","n/e","n/e","n/e","1590","n/e","n/e","2674","205","47","n/e","35","n/e","113"
"BZN|FI","29.04.2015 01:00 - 29.04.2015 02:00 (CET/CEST)","848","n/e","n/e","561","356","1","n/e","473","n/e","n/e","n/e","1526","n/e","n/e","2674","206","47","n/e","34","n/e","116"
"BZN|FI","29.04.2015 02:00 - 29.04.2015 03:00 (CET/CEST)","849","n/e","n/e","559","350","1","n/e","478","n/e","n/e","n/e","1507","n/e","n/e","2674","207","47","n/e","34","n/e","120"
"BZN|FI","29.04.2015 03:00 - 29.04.2015 04:00 (CET/CEST)","844","n/e","n/e","561","348","1","n/e","480","n/e","n/e","n/e","1506","n/e","n/e","2674","207","47","n/e","33","n/e","120"
"BZN|FI","29.04.2015 04:00 - 29.04.2015 05:00 (CET/CEST)","852","n/e","n/e","564","348","1","n/e","479","n/e","n/e","n/e","1524","n/e","n/e","2674","207","47","n/e","32","n/e","121"
